Value,Count,LC24_EVT_250,pad_5070,sections_2,EVT_NAME,EVT_PHYS,MAP_UNIT_S,MAP_UNIT_N,GAP_Sts
4552,187121.000000000000000,7169,4,70,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland,M332B,Northern Rockies and Bitterroot Valley,1
4553,493463.000000000000000,7050,4,70,Rocky Mountain Lodgepole Pine Forest,Conifer,M332B,Northern Rockies and Bitterroot Valley,1
4554,258606.000000000000000,7166,4,70,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,M332B,Northern Rockies and Bitterroot Valley,1
4555,111460.000000000000000,7056,4,70,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,M332B,Northern Rockies and Bitterroot Valley,1
4556,299767.000000000000000,7055,4,70,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,M332B,Northern Rockies and Bitterroot Valley,1
4557,7346.000000000000000,9022,4,70,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian,M332B,Northern Rockies and Bitterroot Valley,1
4558,15674.000000000000000,7292,4,70,Open Water,Open Water,M332B,Northern Rockies and Bitterroot Valley,1
4559,3212.000000000000000,7011,4,70,Rocky Mountain Aspen Forest and Woodland,Hardwood,M332B,Northern Rockies and Bitterroot Valley,1
4560,639.000000000000000,7057,4,70,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,M332B,Northern Rockies and Bitterroot Valley,1
4561,3403.000000000000000,7144,4,70,Rocky Mountain Alpine Turf,Grassland,M332B,Northern Rockies and Bitterroot Valley,1
4562,107195.000000000000000,7140,4,70,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland,M332B,Northern Rockies and Bitterroot Valley,1
4563,753.000000000000000,7143,4,70,Rocky Mountain Alpine Fell-Field,Grassland,M332B,Northern Rockies and Bitterroot Valley,1
4564,554.000000000000000,7143,1,70,Rocky Mountain Alpine Fell-Field,Grassland,M332B,Northern Rockies and Bitterroot Valley,4
4565,304.000000000000000,9329,1,70,Western North American Ruderal Wet Shrubland,Riparian,M332B,Northern Rockies and Bitterroot Valley,4
4566,655.000000000000000,9011,1,70,North American Arid West Emergent Marsh,Riparian,M332B,Northern Rockies and Bitterroot Valley,4
4567,1924.000000000000000,7049,4,70,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,M332B,Northern Rockies and Bitterroot Valley,1
4568,1201.000000000000000,9021,4,70,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian,M332B,Northern Rockies and Bitterroot Valley,1
4569,7748.000000000000000,7964,1,70,Western Cool Temperate Row Crop,Agricultural,M332B,Northern Rockies and Bitterroot Valley,4
4570,9311.000000000000000,7125,4,70,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,M332B,Northern Rockies and Bitterroot Valley,1
4571,828.000000000000000,9017,4,70,Rocky Mountain Alpine-Montane Wet Meadow,Riparian,M332B,Northern Rockies and Bitterroot Valley,1
4572,457.000000000000000,7153,3,70,Inter-Mountain Basins Greasewood Flat,Shrubland,M332B,Northern Rockies and Bitterroot Valley,3
4573,2957.000000000000000,9006,4,70,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated,M332B,Northern Rockies and Bitterroot Valley,1
4574,45.000000000000000,9329,3,70,Western North American Ruderal Wet Shrubland,Riparian,M332B,Northern Rockies and Bitterroot Valley,3
4575,296.000000000000000,9011,3,70,North American Arid West Emergent Marsh,Riparian,M332B,Northern Rockies and Bitterroot Valley,3
4576,1057.000000000000000,7080,4,70,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,M332B,Northern Rockies and Bitterroot Valley,1
4577,14702.000000000000000,9012,4,70,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian,M332B,Northern Rockies and Bitterroot Valley,1
4578,1531.000000000000000,9512,4,70,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian,M332B,Northern Rockies and Bitterroot Valley,1
4579,271.000000000000000,7960,1,70,Western Cool Temperate Orchard,Agricultural,M332B,Northern Rockies and Bitterroot Valley,4
4580,87045.000000000000000,7045,4,70,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer,M332B,Northern Rockies and Bitterroot Valley,1
4581,1.000000000000000,7250,3,59,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland,M333D,Bitterroot Mountains,3
4582,1.000000000000000,7920,3,59,Western Cool Temperate Developed Deciduous Forest,Developed,M333D,Bitterroot Mountains,3
4583,262333.000000000000000,7125,3,70,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,M332B,Northern Rockies and Bitterroot Valley,3
4584,1.000000000000000,7125,3,59,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,M333D,Bitterroot Mountains,3
4585,19766.000000000000000,7053,4,70,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,M332B,Northern Rockies and Bitterroot Valley,1
4586,360.000000000000000,7250,4,70,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland,M332B,Northern Rockies and Bitterroot Valley,1
4587,5886.000000000000000,7139,4,70,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,M332B,Northern Rockies and Bitterroot Valley,1
4588,197442.000000000000000,7166,2,70,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,M332B,Northern Rockies and Bitterroot Valley,2
4589,49755.000000000000000,7053,2,70,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,M332B,Northern Rockies and Bitterroot Valley,2
4590,166680.000000000000000,7106,2,70,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,M332B,Northern Rockies and Bitterroot Valley,2
4591,314983.000000000000000,7045,2,70,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer,M332B,Northern Rockies and Bitterroot Valley,2
4592,7968.000000000000000,7165,2,70,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer,M332B,Northern Rockies and Bitterroot Valley,2
4593,20246.000000000000000,7011,2,70,Rocky Mountain Aspen Forest and Woodland,Hardwood,M332B,Northern Rockies and Bitterroot Valley,2
4594,467565.000000000000000,7050,2,70,Rocky Mountain Lodgepole Pine Forest,Conifer,M332B,Northern Rockies and Bitterroot Valley,2
4595,65035.000000000000000,7169,2,70,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland,M332B,Northern Rockies and Bitterroot Valley,2
4596,5.000000000000000,7166,2,59,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,M333D,Bitterroot Mountains,2
4597,7656.000000000000000,9328,2,70,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub,M332B,Northern Rockies and Bitterroot Valley,2
4598,350332.000000000000000,7046,3,70,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,M332B,Northern Rockies and Bitterroot Valley,3
4599,17315.000000000000000,9016,3,70,Rocky Mountain Alpine Bedrock and Scree,Sparsely Vegetated,M332B,Northern Rockies and Bitterroot Valley,3
4600,58554.000000000000000,9828,2,70,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous,M332B,Northern Rockies and Bitterroot Valley,2
4601,70718.000000000000000,7139,2,70,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,M332B,Northern Rockies and Bitterroot Valley,2
4602,100.000000000000000,9328,4,70,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub,M332B,Northern Rockies and Bitterroot Valley,1
4603,39088.000000000000000,7080,2,70,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,M332B,Northern Rockies and Bitterroot Valley,2
4604,193179.000000000000000,7125,2,70,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,M332B,Northern Rockies and Bitterroot Valley,2
4605,20.000000000000000,7901,4,70,Western Cool Temperate Urban Evergreen Forest,Developed,M332B,Northern Rockies and Bitterroot Valley,1
4606,2822.000000000000000,9021,3,70,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian,M332B,Northern Rockies and Bitterroot Valley,3
4607,47246.000000000000000,9012,2,70,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian,M332B,Northern Rockies and Bitterroot Valley,2
4608,31773.000000000000000,7967,2,70,Western Cool Temperate Pasture and Hayland,Agricultural,M332B,Northern Rockies and Bitterroot Valley,2
4609,19477.000000000000000,9017,2,70,Rocky Mountain Alpine-Montane Wet Meadow,Riparian,M332B,Northern Rockies and Bitterroot Valley,2
4610,243.000000000000000,9011,2,70,North American Arid West Emergent Marsh,Riparian,M332B,Northern Rockies and Bitterroot Valley,2
4611,10492.000000000000000,7292,2,70,Open Water,Open Water,M332B,Northern Rockies and Bitterroot Valley,2
4612,11484.000000000000000,9512,2,70,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian,M332B,Northern Rockies and Bitterroot Valley,2
4613,4552.000000000000000,9309,2,70,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,M332B,Northern Rockies and Bitterroot Valley,2
4614,241.000000000000000,7153,2,70,Inter-Mountain Basins Greasewood Flat,Shrubland,M332B,Northern Rockies and Bitterroot Valley,2
4615,30.000000000000000,7922,2,70,Western Cool Temperate Developed Mixed Forest,Developed,M332B,Northern Rockies and Bitterroot Valley,2
4616,78.000000000000000,7901,2,70,Western Cool Temperate Urban Evergreen Forest,Developed,M332B,Northern Rockies and Bitterroot Valley,2
4617,13.000000000000000,7920,2,70,Western Cool Temperate Developed Deciduous Forest,Developed,M332B,Northern Rockies and Bitterroot Valley,2
4618,173.000000000000000,7296,2,70,Developed-Low Intensity,Developed-Low Intensity,M332B,Northern Rockies and Bitterroot Valley,2
4619,50.000000000000000,7921,2,70,Western Cool Temperate Developed Evergreen Forest,Developed,M332B,Northern Rockies and Bitterroot Valley,2
4620,6.000000000000000,7900,2,70,Western Cool Temperate Urban Deciduous Forest,Developed,M332B,Northern Rockies and Bitterroot Valley,2
4621,1003.000000000000000,7049,2,70,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,M332B,Northern Rockies and Bitterroot Valley,2
4622,6680.000000000000000,7299,2,70,Developed-Roads,Developed-Roads,M332B,Northern Rockies and Bitterroot Valley,2
4623,277.000000000000000,7924,2,70,Western Cool Temperate Developed Herbaceous,Developed,M332B,Northern Rockies and Bitterroot Valley,2
4624,4358.000000000000000,7062,1,70,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer,M332B,Northern Rockies and Bitterroot Valley,4
4625,325419.000000000000000,7126,1,70,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,M332B,Northern Rockies and Bitterroot Valley,4
4626,1587.000000000000000,7735,1,143,North American Glacier and Ice Field,Snow-Ice,M333C,Northern Rockies,4
4627,4.000000000000000,7161,1,143,Northern Rocky Mountain Conifer Swamp,Riparian,M333C,Northern Rockies,4
4628,45.000000000000000,7080,3,143,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,M333C,Northern Rockies,3
4629,4.000000000000000,9006,3,143,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated,M333C,Northern Rockies,3
4630,24.000000000000000,7125,3,143,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,M333C,Northern Rockies,3
4631,47.000000000000000,7161,4,143,Northern Rocky Mountain Conifer Swamp,Riparian,M333C,Northern Rockies,1
4632,2.000000000000000,9336,3,143,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub,M333C,Northern Rockies,3
4633,1.000000000000000,7125,2,143,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,M333C,Northern Rockies,2
4634,11.000000000000000,9309,1,143,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,M333C,Northern Rockies,4
4635,19.000000000000000,9309,3,143,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,M333C,Northern Rockies,3
4636,52503.000000000000000,7056,2,70,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,M332B,Northern Rockies and Bitterroot Valley,2
4637,4.000000000000000,9006,1,143,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated,M333C,Northern Rockies,4
4638,3388.000000000000000,7047,2,70,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Conifer,M332B,Northern Rockies and Bitterroot Valley,2
4639,150914.000000000000000,7055,2,70,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,M332B,Northern Rockies and Bitterroot Valley,2
4640,1141.000000000000000,7010,2,70,Northern Rocky Mountain Western Larch Savanna,Conifer,M332B,Northern Rockies and Bitterroot Valley,2
4641,9077.000000000000000,7145,2,70,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,M332B,Northern Rockies and Bitterroot Valley,2
4642,12795.000000000000000,9018,2,70,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated,M332B,Northern Rockies and Bitterroot Valley,2
4643,1.000000000000000,7080,2,143,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,M333C,Northern Rockies,2
4644,132.000000000000000,7904,2,70,Western Cool Temperate Urban Shrubland,Developed,M332B,Northern Rockies and Bitterroot Valley,2
4645,7586.000000000000000,9022,2,70,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian,M332B,Northern Rockies and Bitterroot Valley,2
4646,23.000000000000000,7161,2,70,Northern Rocky Mountain Conifer Swamp,Riparian,M332B,Northern Rockies and Bitterroot Valley,2
4647,446.000000000000000,9021,2,70,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian,M332B,Northern Rockies and Bitterroot Valley,2
4648,17.000000000000000,7168,2,70,Northern Rocky Mountain Avalanche Chute Shrubland,Shrubland,M332B,Northern Rockies and Bitterroot Valley,2
4649,73188.000000000000000,7046,2,70,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,M332B,Northern Rockies and Bitterroot Valley,2
4650,133.000000000000000,7161,3,70,Northern Rocky Mountain Conifer Swamp,Riparian,M332B,Northern Rockies and Bitterroot Valley,3
4651,6.000000000000000,7057,4,143,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,M333C,Northern Rockies,1
4652,887.000000000000000,7070,4,70,Rocky Mountain Alpine Dwarf-Shrubland,Shrubland,M332B,Northern Rockies and Bitterroot Valley,1
4653,21976.000000000000000,7140,2,70,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland,M332B,Northern Rockies and Bitterroot Valley,2
4654,49.000000000000000,7080,1,143,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,M333C,Northern Rockies,4
4655,14.000000000000000,7010,4,70,Northern Rocky Mountain Western Larch Savanna,Conifer,M332B,Northern Rockies and Bitterroot Valley,1
4656,3145.000000000000000,7057,3,70,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,M332B,Northern Rockies and Bitterroot Valley,3
4657,7.000000000000000,7057,3,143,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,M333C,Northern Rockies,3
4658,297.000000000000000,9829,2,70,Western North American Ruderal Wet Meadow & Marsh,Riparian,M332B,Northern Rockies and Bitterroot Valley,2
4659,2.000000000000000,9336,1,143,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub,M333C,Northern Rockies,4
4660,7.000000000000000,7125,1,143,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,M333C,Northern Rockies,4
4661,86.000000000000000,9828,4,70,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous,M332B,Northern Rockies and Bitterroot Valley,1
4662,45.000000000000000,7161,4,70,Northern Rocky Mountain Conifer Swamp,Riparian,M332B,Northern Rockies and Bitterroot Valley,1
4663,79.000000000000000,7967,4,70,Western Cool Temperate Pasture and Hayland,Agricultural,M332B,Northern Rockies and Bitterroot Valley,1
4664,77.000000000000000,7902,3,70,Western Cool Temperate Urban Mixed Forest,Developed,M332B,Northern Rockies and Bitterroot Valley,3
4665,43.000000000000000,7161,1,70,Northern Rocky Mountain Conifer Swamp,Riparian,M332B,Northern Rockies and Bitterroot Valley,4
4666,7083.000000000000000,7062,3,70,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer,M332B,Northern Rockies and Bitterroot Valley,3
4667,4.000000000000000,7904,4,70,Western Cool Temperate Urban Shrubland,Developed,M332B,Northern Rockies and Bitterroot Valley,1
4668,4800.000000000000000,7144,3,70,Rocky Mountain Alpine Turf,Grassland,M332B,Northern Rockies and Bitterroot Valley,3
4669,1327.000000000000000,7143,3,70,Rocky Mountain Alpine Fell-Field,Grassland,M332B,Northern Rockies and Bitterroot Valley,3
4670,813.000000000000000,7165,4,70,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer,M332B,Northern Rockies and Bitterroot Valley,1
4671,24.000000000000000,7902,2,70,Western Cool Temperate Urban Mixed Forest,Developed,M332B,Northern Rockies and Bitterroot Valley,2
4672,1229.000000000000000,9006,2,70,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated,M332B,Northern Rockies and Bitterroot Valley,2
4673,2.000000000000000,7062,4,70,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer,M332B,Northern Rockies and Bitterroot Valley,1
4674,169.000000000000000,7923,2,70,Western Cool Temperate Developed Shrubland,Developed,M332B,Northern Rockies and Bitterroot Valley,2
4675,42.000000000000000,7297,2,70,Developed-Medium Intensity,Developed-Medium Intensity,M332B,Northern Rockies and Bitterroot Valley,2
4676,17.000000000000000,9336,4,70,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub,M332B,Northern Rockies and Bitterroot Valley,1
4677,1.000000000000000,7062,2,70,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer,M332B,Northern Rockies and Bitterroot Valley,2
4678,207.000000000000000,7903,2,70,Western Cool Temperate Urban Herbaceous,Developed,M332B,Northern Rockies and Bitterroot Valley,2
4679,31.000000000000000,7963,2,70,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural,M332B,Northern Rockies and Bitterroot Valley,2
4680,5088.000000000000000,7965,2,70,Western Cool Temperate Close Grown Crop,Agricultural,M332B,Northern Rockies and Bitterroot Valley,2
4681,25.000000000000000,9309,4,70,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,M332B,Northern Rockies and Bitterroot Valley,1
4682,1310.000000000000000,9336,2,70,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub,M332B,Northern Rockies and Bitterroot Valley,2
4683,840.000000000000000,7250,2,70,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland,M332B,Northern Rockies and Bitterroot Valley,2
4684,946.000000000000000,7968,2,70,Western Cool Temperate Wheat,Agricultural,M332B,Northern Rockies and Bitterroot Valley,2
4685,8.000000000000000,7298,2,70,Developed-High Intensity,Developed-High Intensity,M332B,Northern Rockies and Bitterroot Valley,2
4686,13.000000000000000,7966,3,70,Western Cool Temperate Fallow/Idle Cropland,Agricultural,M332B,Northern Rockies and Bitterroot Valley,3
4687,64.000000000000000,7964,2,70,Western Cool Temperate Row Crop,Agricultural,M332B,Northern Rockies and Bitterroot Valley,2
4688,47670.000000000000000,7126,2,70,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,M332B,Northern Rockies and Bitterroot Valley,2
4689,479375.000000000000000,7126,3,70,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,M332B,Northern Rockies and Bitterroot Valley,3
4690,1.000000000000000,9021,2,141,Rocky Mountain Subalpine-Montane Riparian Shrubland,Riparian,331D,Northwestern Glaciated Plains,2
4691,14.000000000000000,7165,4,141,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Conifer,331D,Northwestern Glaciated Plains,1
4692,5.000000000000000,7922,3,141,Western Cool Temperate Developed Mixed Forest,Developed,331D,Northwestern Glaciated Plains,3
4693,7.000000000000000,7056,2,141,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,331D,Northwestern Glaciated Plains,2
4694,2.000000000000000,7902,3,141,Western Cool Temperate Urban Mixed Forest,Developed,331D,Northwestern Glaciated Plains,3
4695,1.000000000000000,7902,4,141,Western Cool Temperate Urban Mixed Forest,Developed,331D,Northwestern Glaciated Plains,1
4696,511.000000000000000,7066,4,141,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,331D,Northwestern Glaciated Plains,1
4697,9.000000000000000,7126,2,143,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,M333C,Northern Rockies,2
4698,2.000000000000000,9024,2,143,Western Great Plains Cliff and Outcrop,Sparsely Vegetated,M333C,Northern Rockies,2
4699,3.000000000000000,7169,2,141,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland,331D,Northwestern Glaciated Plains,2
4700,8.000000000000000,7055,2,141,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,331D,Northwestern Glaciated Plains,2
4701,200.000000000000000,7179,4,141,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Conifer,331D,Northwestern Glaciated Plains,1
4702,1.000000000000000,7049,4,143,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,M333C,Northern Rockies,1
4703,3123.000000000000000,7053,3,141,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,331D,Northwestern Glaciated Plains,3
4704,1.000000000000000,7080,4,143,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland,M333C,Northern Rockies,1
4705,24.000000000000000,9006,4,143,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated,M333C,Northern Rockies,1
4706,2657474.000000000000000,7166,1,71,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,M332D,Belt Mountains,4
4707,5630.000000000000000,9024,1,71,Western Great Plains Cliff and Outcrop,Sparsely Vegetated,M332D,Belt Mountains,4
4708,3704478.000000000000000,7125,1,71,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,M332D,Belt Mountains,4
4709,345950.000000000000000,7049,1,71,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,M332D,Belt Mountains,4
4710,4799420.000000000000000,7139,1,71,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,M332D,Belt Mountains,4
4711,835536.000000000000000,7106,1,71,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,M332D,Belt Mountains,4
4712,182558.000000000000000,9012,1,71,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian,M332D,Belt Mountains,4
4713,190535.000000000000000,7045,1,71,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Conifer,M332D,Belt Mountains,4
4714,223393.000000000000000,9017,1,71,Rocky Mountain Alpine-Montane Wet Meadow,Riparian,M332D,Belt Mountains,4
4715,101391.000000000000000,9512,1,71,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian,M332D,Belt Mountains,4
4716,303486.000000000000000,7011,1,71,Rocky Mountain Aspen Forest and Woodland,Hardwood,M332D,Belt Mountains,4
4717,79595.000000000000000,7061,1,71,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood,M332D,Belt Mountains,4
4718,11486.000000000000000,7169,1,71,Northern Rocky Mountain Subalpine Deciduous Shrubland,Shrubland,M332D,Belt Mountains,4
4719,387732.000000000000000,7053,1,71,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,M332D,Belt Mountains,4
4720,28321.000000000000000,9018,1,71,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated,M332D,Belt Mountains,4
4721,494873.000000000000000,7050,1,71,Rocky Mountain Lodgepole Pine Forest,Conifer,M332D,Belt Mountains,4
4722,1222738.000000000000000,7126,1,71,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,M332D,Belt Mountains,4
4723,4.000000000000000,9011,4,70,North American Arid West Emergent Marsh,Riparian,M332B,Northern Rockies and Bitterroot Valley,1
4724,901912.000000000000000,9828,1,71,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous,M332D,Belt Mountains,4
4725,81927.000000000000000,7296,1,71,Developed-Low Intensity,Developed-Low Intensity,M332D,Belt Mountains,4
4726,25899.000000000000000,7923,1,71,Western Cool Temperate Developed Shrubland,Developed,M332D,Belt Mountains,4
4727,180953.000000000000000,7145,1,71,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,M332D,Belt Mountains,4
4728,22432.000000000000000,7904,1,71,Western Cool Temperate Urban Shrubland,Developed,M332D,Belt Mountains,4
4729,4294.000000000000000,7921,1,71,Western Cool Temperate Developed Evergreen Forest,Developed,M332D,Belt Mountains,4
4730,90616.000000000000000,7085,1,71,Northwestern Great Plains Shrubland,Shrubland,M332D,Belt Mountains,4
4731,59731.000000000000000,9816,1,71,Northern & Central Plains Ruderal & Planted Grassland,Exotic Herbaceous,M332D,Belt Mountains,4
4732,384645.000000000000000,7968,1,71,Western Cool Temperate Wheat,Agricultural,M332D,Belt Mountains,4
4733,1000882.000000000000000,7141,1,71,Northwestern Great Plains Mixedgrass Prairie,Grassland,M332D,Belt Mountains,4
4734,296125.000000000000000,9516,1,71,Northwestern Great Plains Riparian Herbaceous,Riparian,M332D,Belt Mountains,4
4735,54033.000000000000000,7903,1,71,Western Cool Temperate Urban Herbaceous,Developed,M332D,Belt Mountains,4
4736,38475.000000000000000,7924,1,71,Western Cool Temperate Developed Herbaceous,Developed,M332D,Belt Mountains,4
4737,9470.000000000000000,9316,1,71,Northern & Central Plains Ruderal & Planted Shrubland,Exotic Tree-Shrub,M332D,Belt Mountains,4
4738,1324756.000000000000000,7125,3,71,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,M332D,Belt Mountains,3
4739,190819.000000000000000,7053,3,71,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Conifer,M332D,Belt Mountains,3
4740,976313.000000000000000,7139,3,71,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,M332D,Belt Mountains,3
4741,102300.000000000000000,7049,3,71,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,M332D,Belt Mountains,3
4742,420163.000000000000000,7106,3,71,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,M332D,Belt Mountains,3
4743,5748.000000000000000,7901,1,71,Western Cool Temperate Urban Evergreen Forest,Developed,M332D,Belt Mountains,4
4744,57912.000000000000000,9012,3,71,Northern Rocky Mountain Lower Montane Riparian Woodland,Riparian,M332D,Belt Mountains,3
4745,17051.000000000000000,9512,3,71,Northern Rocky Mountain Lower Montane Riparian Shrubland,Riparian,M332D,Belt Mountains,3
4746,169614.000000000000000,9018,3,71,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated,M332D,Belt Mountains,3
4747,37185.000000000000000,7126,4,70,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,M332B,Northern Rockies and Bitterroot Valley,1
4748,83481.000000000000000,7055,2,71,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,M332D,Belt Mountains,2
4749,18028.000000000000000,7145,2,71,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,M332D,Belt Mountains,2
4750,384650.000000000000000,7166,2,71,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,M332D,Belt Mountains,2
4751,51834.000000000000000,7106,2,71,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,M332D,Belt Mountains,2
4752,47261.000000000000000,9017,3,71,Rocky Mountain Alpine-Montane Wet Meadow,Riparian,M332D,Belt Mountains,3
