Value,Count,LC24_EVT_250,pad_5070,sections_2,EVT_NAME,EVT_PHYS,MAP_UNIT_S,MAP_UNIT_N,GAP_Sts
217,1109.000000000000000,7008,2,191,North Pacific Oak Woodland,Hardwood,242A,Puget Trough,2
218,242.000000000000000,7963,2,191,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural,242A,Puget Trough,2
219,20.000000000000000,7924,4,191,Western Cool Temperate Developed Herbaceous,Developed,242A,Puget Trough,1
220,1451.000000000000000,7668,4,191,Temperate Pacific Tidal Salt and Brackish Marsh,Riparian,242A,Puget Trough,1
221,37387.000000000000000,7178,2,191,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer,242A,Puget Trough,2
222,3896.000000000000000,7042,2,191,North Pacific Mesic Western Hemlock-Silver Fir Forest,Conifer,242A,Puget Trough,2
223,91.000000000000000,7157,4,191,North Pacific Lowland Riparian Shrubland,Riparian,242A,Puget Trough,1
224,359.000000000000000,7295,2,191,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,242A,Puget Trough,2
225,2682.000000000000000,7174,2,191,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer,242A,Puget Trough,2
226,27802.000000000000000,7178,4,191,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer,242A,Puget Trough,1
227,22936.000000000000000,7042,4,191,North Pacific Mesic Western Hemlock-Silver Fir Forest,Conifer,242A,Puget Trough,1
228,1639.000000000000000,7174,4,191,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer,242A,Puget Trough,1
229,364.000000000000000,7084,2,191,North Pacific Montane Shrubland,Shrubland,242A,Puget Trough,2
230,148.000000000000000,9166,4,191,North Pacific Herbaceous Bald and Bluff,Grassland,242A,Puget Trough,1
231,530.000000000000000,7084,4,191,North Pacific Montane Shrubland,Shrubland,242A,Puget Trough,1
232,462.000000000000000,7158,2,191,North Pacific Montane Riparian Woodland,Riparian,242A,Puget Trough,2
233,73.000000000000000,9165,4,191,North Pacific Hardwood-Conifer Swamp,Riparian,242A,Puget Trough,1
234,109.000000000000000,7008,4,191,North Pacific Oak Woodland,Hardwood,242A,Puget Trough,1
235,161.000000000000000,7965,2,191,Western Cool Temperate Close Grown Crop,Agricultural,242A,Puget Trough,2
236,3.000000000000000,7904,4,191,Western Cool Temperate Urban Shrubland,Developed,242A,Puget Trough,1
237,568.000000000000000,7962,2,191,Western Cool Temperate Bush fruit and berries,Agricultural,242A,Puget Trough,2
238,107.000000000000000,7663,2,191,North Pacific Shrub Swamp,Shrubland,242A,Puget Trough,2
239,2.000000000000000,9811,4,191,North Pacific Maritime Coastal Sand Dune Ruderal Herb Vegetation,Exotic Herbaceous,242A,Puget Trough,1
240,100.000000000000000,7733,4,191,North Pacific Montane Massive Bedrock-Cliff and Talus,Sparsely Vegetated,242A,Puget Trough,1
241,3.000000000000000,7962,4,191,Western Cool Temperate Bush fruit and berries,Agricultural,242A,Puget Trough,1
242,2.000000000000000,9311,4,191,North Pacific Maritime Coastal Sand Dune Ruderal Scrub,Exotic Tree-Shrub,242A,Puget Trough,1
243,64.000000000000000,7298,4,191,Developed-High Intensity,Developed-High Intensity,242A,Puget Trough,1
244,1.000000000000000,7963,4,191,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural,242A,Puget Trough,1
245,9.000000000000000,9667,2,191,North Pacific Hypermaritime Shrub Headland,Shrubland,242A,Puget Trough,2
246,17.000000000000000,7922,4,191,Western Cool Temperate Developed Mixed Forest,Developed,242A,Puget Trough,1
247,631388.000000000000000,7292,1,191,Open Water,Open Water,242A,Puget Trough,4
248,322887.000000000000000,7298,1,191,Developed-High Intensity,Developed-High Intensity,242A,Puget Trough,4
249,9034.000000000000000,9171,1,191,North Pacific Maritime Coastal Sand Dune and Strand,Sparsely Vegetated,242A,Puget Trough,4
250,637429.000000000000000,7297,1,191,Developed-Medium Intensity,Developed-Medium Intensity,242A,Puget Trough,4
251,2499925.000000000000000,7063,1,191,North Pacific Broadleaf Landslide Forest,Hardwood,242A,Puget Trough,4
252,12874.000000000000000,7923,1,191,Western Cool Temperate Developed Shrubland,Developed,242A,Puget Trough,4
253,1154546.000000000000000,7296,1,191,Developed-Low Intensity,Developed-Low Intensity,242A,Puget Trough,4
254,159016.000000000000000,7920,1,191,Western Cool Temperate Developed Deciduous Forest,Developed,242A,Puget Trough,4
255,225619.000000000000000,7903,1,191,Western Cool Temperate Urban Herbaceous,Developed,242A,Puget Trough,4
256,1883833.000000000000000,7299,1,191,Developed-Roads,Developed-Roads,242A,Puget Trough,4
257,221.000000000000000,9311,1,191,North Pacific Maritime Coastal Sand Dune Ruderal Scrub,Exotic Tree-Shrub,242A,Puget Trough,4
258,343761.000000000000000,9826,1,191,Southern Vancouverian Lowland Ruderal Grassland,Exotic Herbaceous,242A,Puget Trough,4
259,30231.000000000000000,7733,1,191,North Pacific Montane Massive Bedrock-Cliff and Talus,Sparsely Vegetated,242A,Puget Trough,4
260,35825.000000000000000,7157,1,191,North Pacific Lowland Riparian Shrubland,Riparian,242A,Puget Trough,4
261,1431061.000000000000000,7156,1,191,North Pacific Lowland Riparian Forest,Riparian,242A,Puget Trough,4
262,194558.000000000000000,7902,1,191,Western Cool Temperate Urban Mixed Forest,Developed,242A,Puget Trough,4
263,258418.000000000000000,7662,1,191,Temperate Pacific Freshwater Emergent Marsh,Riparian,242A,Puget Trough,4
264,1620094.000000000000000,7037,1,191,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Conifer,242A,Puget Trough,4
265,1124771.000000000000000,7039,1,191,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer,242A,Puget Trough,4
266,1451276.000000000000000,7967,1,191,Western Cool Temperate Pasture and Hayland,Agricultural,242A,Puget Trough,4
267,180566.000000000000000,9326,1,191,Southern Vancouverian Lowland Ruderal Shrubland,Exotic Tree-Shrub,242A,Puget Trough,4
268,111466.000000000000000,7924,1,191,Western Cool Temperate Developed Herbaceous,Developed,242A,Puget Trough,4
269,361301.000000000000000,7900,1,191,Western Cool Temperate Urban Deciduous Forest,Developed,242A,Puget Trough,4
270,119885.000000000000000,7668,1,191,Temperate Pacific Tidal Salt and Brackish Marsh,Riparian,242A,Puget Trough,4
271,158261.000000000000000,7901,1,191,Western Cool Temperate Urban Evergreen Forest,Developed,242A,Puget Trough,4
272,22386.000000000000000,7904,1,191,Western Cool Temperate Urban Shrubland,Developed,242A,Puget Trough,4
273,79538.000000000000000,7036,1,191,North Pacific Seasonal Sitka Spruce Forest,Conifer,242A,Puget Trough,4
274,284729.000000000000000,9170,1,191,North Pacific Lowland Mixed Hardwood-Conifer Forest,Conifer-Hardwood,242A,Puget Trough,4
275,12350.000000000000000,9165,1,191,North Pacific Hardwood-Conifer Swamp,Riparian,242A,Puget Trough,4
276,711.000000000000000,9811,1,191,North Pacific Maritime Coastal Sand Dune Ruderal Herb Vegetation,Exotic Herbaceous,242A,Puget Trough,4
277,29493.000000000000000,7299,3,191,Developed-Roads,Developed-Roads,242A,Puget Trough,3
278,10673.000000000000000,7292,3,191,Open Water,Open Water,242A,Puget Trough,3
279,346.000000000000000,9171,3,191,North Pacific Maritime Coastal Sand Dune and Strand,Sparsely Vegetated,242A,Puget Trough,3
280,100.000000000000000,9311,3,191,North Pacific Maritime Coastal Sand Dune Ruderal Scrub,Exotic Tree-Shrub,242A,Puget Trough,3
281,1855.000000000000000,7663,1,191,North Pacific Shrub Swamp,Shrubland,242A,Puget Trough,4
282,646.000000000000000,7157,3,191,North Pacific Lowland Riparian Shrubland,Riparian,242A,Puget Trough,3
283,2043.000000000000000,7668,3,191,Temperate Pacific Tidal Salt and Brackish Marsh,Riparian,242A,Puget Trough,3
284,87998.000000000000000,7156,3,191,North Pacific Lowland Riparian Forest,Riparian,242A,Puget Trough,3
285,105848.000000000000000,7035,1,191,North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland,Conifer,242A,Puget Trough,4
286,81418.000000000000000,7921,1,191,Western Cool Temperate Developed Evergreen Forest,Developed,242A,Puget Trough,4
287,39811.000000000000000,7967,3,191,Western Cool Temperate Pasture and Hayland,Agricultural,242A,Puget Trough,3
288,11721.000000000000000,9326,3,191,Southern Vancouverian Lowland Ruderal Shrubland,Exotic Tree-Shrub,242A,Puget Trough,3
289,9835.000000000000000,7296,3,191,Developed-Low Intensity,Developed-Low Intensity,242A,Puget Trough,3
290,77388.000000000000000,7922,1,191,Western Cool Temperate Developed Mixed Forest,Developed,242A,Puget Trough,4
291,246734.000000000000000,7063,3,191,North Pacific Broadleaf Landslide Forest,Hardwood,242A,Puget Trough,3
292,8776.000000000000000,7662,3,191,Temperate Pacific Freshwater Emergent Marsh,Riparian,242A,Puget Trough,3
293,26789.000000000000000,9826,3,191,Southern Vancouverian Lowland Ruderal Grassland,Exotic Herbaceous,242A,Puget Trough,3
294,173.000000000000000,9811,3,191,North Pacific Maritime Coastal Sand Dune Ruderal Herb Vegetation,Exotic Herbaceous,242A,Puget Trough,3
295,25104.000000000000000,9170,3,191,North Pacific Lowland Mixed Hardwood-Conifer Forest,Conifer-Hardwood,242A,Puget Trough,3
296,4286.000000000000000,7902,3,191,Western Cool Temperate Urban Mixed Forest,Developed,242A,Puget Trough,3
297,407128.000000000000000,7037,3,191,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Conifer,242A,Puget Trough,3
298,185313.000000000000000,7039,3,191,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer,242A,Puget Trough,3
299,32840.000000000000000,7036,3,191,North Pacific Seasonal Sitka Spruce Forest,Conifer,242A,Puget Trough,3
300,20987.000000000000000,7035,3,191,North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland,Conifer,242A,Puget Trough,3
301,4595.000000000000000,7297,3,191,Developed-Medium Intensity,Developed-Medium Intensity,242A,Puget Trough,3
302,16005.000000000000000,7901,3,191,Western Cool Temperate Urban Evergreen Forest,Developed,242A,Puget Trough,3
303,5600.000000000000000,7900,3,191,Western Cool Temperate Urban Deciduous Forest,Developed,242A,Puget Trough,3
304,96707.000000000000000,7178,1,191,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer,242A,Puget Trough,4
305,1752.000000000000000,7920,3,191,Western Cool Temperate Developed Deciduous Forest,Developed,242A,Puget Trough,3
306,243727.000000000000000,7964,1,191,Western Cool Temperate Row Crop,Agricultural,242A,Puget Trough,4
307,1368.000000000000000,7921,3,191,Western Cool Temperate Developed Evergreen Forest,Developed,242A,Puget Trough,3
308,38747.000000000000000,7962,1,191,Western Cool Temperate Bush fruit and berries,Agricultural,242A,Puget Trough,4
309,19619.000000000000000,7960,1,191,Western Cool Temperate Orchard,Agricultural,242A,Puget Trough,4
310,16607.000000000000000,7965,1,191,Western Cool Temperate Close Grown Crop,Agricultural,242A,Puget Trough,4
311,1321.000000000000000,9166,3,61,North Pacific Herbaceous Bald and Bluff,Grassland,M242A,Oregon and Washington Coast Ranges,3
312,545.000000000000000,7963,1,61,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural,M242A,Oregon and Washington Coast Ranges,4
313,48.000000000000000,7969,1,191,Western Cool Temperate Aquaculture,Agricultural,242A,Puget Trough,4
314,16258.000000000000000,7968,1,191,Western Cool Temperate Wheat,Agricultural,242A,Puget Trough,4
315,1058.000000000000000,7922,3,191,Western Cool Temperate Developed Mixed Forest,Developed,242A,Puget Trough,3
316,1344.000000000000000,7961,1,191,Western Cool Temperate Vineyard,Agricultural,242A,Puget Trough,4
317,6829.000000000000000,7295,1,191,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,242A,Puget Trough,4
318,4863.000000000000000,7903,3,191,Western Cool Temperate Urban Herbaceous,Developed,242A,Puget Trough,3
319,1869.000000000000000,7924,3,191,Western Cool Temperate Developed Herbaceous,Developed,242A,Puget Trough,3
320,15896.000000000000000,7963,1,191,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural,242A,Puget Trough,4
321,1701.000000000000000,7298,3,191,Developed-High Intensity,Developed-High Intensity,242A,Puget Trough,3
322,10393.000000000000000,7964,3,191,Western Cool Temperate Row Crop,Agricultural,242A,Puget Trough,3
323,146.000000000000000,7962,3,191,Western Cool Temperate Bush fruit and berries,Agricultural,242A,Puget Trough,3
324,132.000000000000000,7960,3,191,Western Cool Temperate Orchard,Agricultural,242A,Puget Trough,3
325,148.000000000000000,7923,3,191,Western Cool Temperate Developed Shrubland,Developed,242A,Puget Trough,3
326,15950.000000000000000,7662,1,190,Temperate Pacific Freshwater Emergent Marsh,Riparian,M242D,Northern Cascades,4
327,7734.000000000000000,7924,1,190,Western Cool Temperate Developed Herbaceous,Developed,M242D,Northern Cascades,4
328,33988.000000000000000,7296,1,190,Developed-Low Intensity,Developed-Low Intensity,M242D,Northern Cascades,4
329,174589.000000000000000,7299,1,190,Developed-Roads,Developed-Roads,M242D,Northern Cascades,4
330,113506.000000000000000,7967,1,190,Western Cool Temperate Pasture and Hayland,Agricultural,M242D,Northern Cascades,4
331,9211.000000000000000,7903,1,190,Western Cool Temperate Urban Herbaceous,Developed,M242D,Northern Cascades,4
332,9927.000000000000000,7297,1,190,Developed-Medium Intensity,Developed-Medium Intensity,M242D,Northern Cascades,4
333,198290.000000000000000,7156,1,190,North Pacific Lowland Riparian Forest,Riparian,M242D,Northern Cascades,4
334,4745.000000000000000,7157,1,190,North Pacific Lowland Riparian Shrubland,Riparian,M242D,Northern Cascades,4
335,9519.000000000000000,7902,1,190,Western Cool Temperate Urban Mixed Forest,Developed,M242D,Northern Cascades,4
336,73592.000000000000000,9826,1,190,Southern Vancouverian Lowland Ruderal Grassland,Exotic Herbaceous,M242D,Northern Cascades,4
337,3966.000000000000000,7964,1,190,Western Cool Temperate Row Crop,Agricultural,M242D,Northern Cascades,4
338,203519.000000000000000,7063,1,190,North Pacific Broadleaf Landslide Forest,Hardwood,M242D,Northern Cascades,4
339,2315.000000000000000,7923,1,190,Western Cool Temperate Developed Shrubland,Developed,M242D,Northern Cascades,4
340,2094.000000000000000,7962,1,190,Western Cool Temperate Bush fruit and berries,Agricultural,M242D,Northern Cascades,4
341,4261.000000000000000,7922,1,190,Western Cool Temperate Developed Mixed Forest,Developed,M242D,Northern Cascades,4
342,166597.000000000000000,7036,1,190,North Pacific Seasonal Sitka Spruce Forest,Conifer,M242D,Northern Cascades,4
343,7391.000000000000000,7900,1,190,Western Cool Temperate Urban Deciduous Forest,Developed,M242D,Northern Cascades,4
344,2974.000000000000000,9326,1,190,Southern Vancouverian Lowland Ruderal Shrubland,Exotic Tree-Shrub,M242D,Northern Cascades,4
345,142723.000000000000000,7036,3,190,North Pacific Seasonal Sitka Spruce Forest,Conifer,M242D,Northern Cascades,3
346,27214.000000000000000,7960,1,190,Western Cool Temperate Orchard,Agricultural,M242D,Northern Cascades,4
347,79651.000000000000000,7063,3,190,North Pacific Broadleaf Landslide Forest,Hardwood,M242D,Northern Cascades,3
348,43915.000000000000000,7039,1,190,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer,M242D,Northern Cascades,4
349,73851.000000000000000,7037,1,190,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Conifer,M242D,Northern Cascades,4
350,138952.000000000000000,7178,1,190,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer,M242D,Northern Cascades,4
351,53500.000000000000000,7039,3,190,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Conifer,M242D,Northern Cascades,3
352,3045.000000000000000,7967,3,190,Western Cool Temperate Pasture and Hayland,Agricultural,M242D,Northern Cascades,3
353,248512.000000000000000,9170,1,190,North Pacific Lowland Mixed Hardwood-Conifer Forest,Conifer-Hardwood,M242D,Northern Cascades,4
354,888555.000000000000000,7042,1,190,North Pacific Mesic Western Hemlock-Silver Fir Forest,Conifer,M242D,Northern Cascades,4
355,274743.000000000000000,9170,3,190,North Pacific Lowland Mixed Hardwood-Conifer Forest,Conifer-Hardwood,M242D,Northern Cascades,3
356,2994860.000000000000000,7042,3,190,North Pacific Mesic Western Hemlock-Silver Fir Forest,Conifer,M242D,Northern Cascades,3
357,344672.000000000000000,7178,3,190,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Conifer,M242D,Northern Cascades,3
358,2289.000000000000000,7298,1,190,Developed-High Intensity,Developed-High Intensity,M242D,Northern Cascades,4
359,632444.000000000000000,7174,3,190,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer,M242D,Northern Cascades,3
360,86130.000000000000000,7037,3,190,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Conifer,M242D,Northern Cascades,3
361,802551.000000000000000,7084,3,190,North Pacific Montane Shrubland,Shrubland,M242D,Northern Cascades,3
362,182909.000000000000000,7084,1,190,North Pacific Montane Shrubland,Shrubland,M242D,Northern Cascades,4
363,47791.000000000000000,9826,3,190,Southern Vancouverian Lowland Ruderal Grassland,Exotic Herbaceous,M242D,Northern Cascades,3
364,110281.000000000000000,7174,1,190,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Conifer,M242D,Northern Cascades,4
365,3562.000000000000000,7920,1,190,Western Cool Temperate Developed Deciduous Forest,Developed,M242D,Northern Cascades,4
366,1028.000000000000000,7961,1,190,Western Cool Temperate Vineyard,Agricultural,M242D,Northern Cascades,4
367,9405.000000000000000,7965,1,190,Western Cool Temperate Close Grown Crop,Agricultural,M242D,Northern Cascades,4
