transition,model_code,annual_probability, return_interval ,bps_name
Replacement Fire,11210_15,0.1012154,10,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
Replacement Fire,11210_24,0.100566,10,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
Replacement Fire,11210_26,0.0662534,15,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
Replacement Fire,11210_27,0.0766116,13,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
Replacement Fire,11220_25,0.0154988,65,Chihuahuan Gypsophilous Grassland and Steppe
Replacement Fire,11230_1_7_8_9,0.0256248,39,Columbia Plateau Steppe and Grassland
Replacement Fire,11230_10_18,0.0198044,50,Columbia Plateau Steppe and Grassland
Replacement Fire,11240_1_7_8_9,0.0044064,227,Columbia Plateau Low Sagebrush Steppe
Replacement Fire,11240_10_12_17_18_19_21,0.0050212,199,Columbia Plateau Low Sagebrush Steppe
Replacement Fire,11250_1_7_8_9_10_19,0.0165466,60,Inter-Mountain Basins Big Sagebrush Steppe
Replacement Fire,11250_20_29_30_31_33,0.010862,92,Inter-Mountain Basins Big Sagebrush Steppe
Replacement Fire,11250_6_12_13_15_16_17_18_23_24_25_28,0.0086132,116,Inter-Mountain Basins Big Sagebrush Steppe
Replacement Fire,11260_1_7_8_9_10_19,0.0321598,31,Inter-Mountain Basins Montane Sagebrush Steppe
Replacement Fire,11260_13,0.0203234,49,Inter-Mountain Basins Montane Sagebrush Steppe
Replacement Fire,11260_20_29_33,0.0201238,50,Inter-Mountain Basins Montane Sagebrush Steppe
Replacement Fire,11260_21,0.0201912,50,Inter-Mountain Basins Montane Sagebrush Steppe
Replacement Fire,11260_22,0.0115496,87,Inter-Mountain Basins Montane Sagebrush Steppe
Replacement Fire,11260_6_12_17_18_28,0.0199184,50,Inter-Mountain Basins Montane Sagebrush Steppe
Replacement Fire,11261_16_23_24,0.0203804,49,Inter-Mountain Basins Montane Sagebrush Steppe - Mountain Big Sagebrush
Replacement Fire,11262_16_23,0.0046356,216,Inter-Mountain Basins Montane Sagebrush Steppe - Low Sagebrush
Replacement Fire,11270_10_12_13_17_18,0.0045028,222,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11270_14,0.0044374,225,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11270_15,0.0084802,118,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11270_16_23_24_25,0.0094344,106,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11270_21,0.004609,217,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11270_22,0.0022132,452,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11270_28,0.0084374,119,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11270_7_8_9,0.0047498,211,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Replacement Fire,11280_2_3_4,0.009016,111,Northern California Coastal Scrub
Replacement Fire,11290_4_5,0.2648382,4,California Central Valley and Southern Coastal Grassland
Replacement Fire,11300_3_4,0.1516286,7,California Mesic Serpentine Grassland
Replacement Fire,11310_2_3_4,0.4430584,2,California Northern Coastal Grassland
Replacement Fire,11320_31_38,0.1251102,8,Central Mixedgrass Prairie
Replacement Fire,11320_32_34_35,0.1349004,7,Central Mixedgrass Prairie
Replacement Fire,11320_33,0.0655498,15,Central Mixedgrass Prairie
Replacement Fire,11330_25,0.0011562,865,Chihuahuan Sandy Plains Semi-Desert Grassland
Replacement Fire,11340_10,0.0711422,14,Columbia Basin Foothill and Canyon Dry Grassland
Replacement Fire,11340_8_9,0.0472526,21,Columbia Basin Foothill and Canyon Dry Grassland
Replacement Fire,11350_13_14,0.0083948,119,Inter-Mountain Basins Semi-Desert Grassland
Replacement Fire,11350_15_28,0.0130124,77,Inter-Mountain Basins Semi-Desert Grassland
Replacement Fire,11350_16_23_24,0.0399014,25,Inter-Mountain Basins Semi-Desert Grassland
Replacement Fire,11350_22,0.0401812,25,Inter-Mountain Basins Semi-Desert Grassland
Replacement Fire,11350_25,0.0387496,26,Inter-Mountain Basins Semi-Desert Grassland
Replacement Fire,11350_7_8_9_10_12_17_18,0.0124552,80,Inter-Mountain Basins Semi-Desert Grassland
Replacement Fire,11360_6,0.0049164,203,Mediterranean California Alpine Dry Tundra
Replacement Fire,11370_3_6,0.0246528,41,Mediterranean California Subalpine Meadow
Replacement Fire,11380_1,0.0013112,763,North Pacific Montane Grassland
Replacement Fire,11380_3_5,0.0158596,63,North Pacific Montane Grassland
Replacement Fire,11380_6,0.0619502,16,North Pacific Montane Grassland
Replacement Fire,11390_10_19,0.0579514,17,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Replacement Fire,11390_18,0.0197352,51,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Replacement Fire,11390_20,0.050128,20,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Replacement Fire,11390_21,0.0312214,32,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Replacement Fire,11390_22,0.0151734,66,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Replacement Fire,11390_29,0.028715,35,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Replacement Fire,11390_8_9,0.023029,43,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Replacement Fire,11400_10_19,0.006937,144,Northern Rocky Mountain Subalpine-Upper Montane Grassland
Replacement Fire,11400_20,0.012651,79,Northern Rocky Mountain Subalpine-Upper Montane Grassland
Replacement Fire,11400_21,0.0049054,204,Northern Rocky Mountain Subalpine-Upper Montane Grassland
Replacement Fire,11400_29,0.0124844,80,Northern Rocky Mountain Subalpine-Upper Montane Grassland
Replacement Fire,11400_9,0.001474,678,Northern Rocky Mountain Subalpine-Upper Montane Grassland
Replacement Fire,11410_20,0.0837024,12,Northwestern Great Plains Mixedgrass Prairie
Replacement Fire,11410_29_30,0.0739452,14,Northwestern Great Plains Mixedgrass Prairie
Replacement Fire,11410_31,0.1247792,8,Northwestern Great Plains Mixedgrass Prairie
Replacement Fire,11410_39,0.124771,8,Northwestern Great Plains Mixedgrass Prairie
Replacement Fire,11410_40,0.1278934,8,Northwestern Great Plains Mixedgrass Prairie
Replacement Fire,11420_8,0.0398162,25,Columbia Basin Palouse Prairie
Replacement Fire,11420_9_10,0.0404454,25,Columbia Basin Palouse Prairie
Replacement Fire,11430_9_19_21_28,0.0018978,527,Rocky Mountain Alpine Fell-Field
Replacement Fire,11440_12_16_19_28,0.0047024,213,Rocky Mountain Alpine Turf
Replacement Fire,11440_21_22,0.0019632,509,Rocky Mountain Alpine Turf
Replacement Fire,11450_13,0.0248608,40,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11450_16,0.0251166,40,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11450_17,0.0253208,39,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11450_20,0.0117726,85,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11450_21,0.0246642,41,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11450_22_24_28,0.0247044,40,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11450_29,0.0117916,85,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11450_9_10_19,0.0249486,40,Rocky Mountain Subalpine-Montane Mesic Meadow
Replacement Fire,11460_15_16_23_24_25_28,0.0516602,19,Southern Rocky Mountain Montane-Subalpine Grassland
Replacement Fire,11460_27,0.0435502,23,Southern Rocky Mountain Montane-Subalpine Grassland
Replacement Fire,11470_27_33,0.0414688,24,Western Great Plains Foothill and Piedmont Grassland
Replacement Fire,11470_28,0.0856832,12,Western Great Plains Foothill and Piedmont Grassland
Replacement Fire,11480_20_29_30,0.0466178,21,Western Great Plains Sand Prairie
Replacement Fire,11480_31_38,0.0645776,15,Western Great Plains Sand Prairie
Replacement Fire,11480_32,0.0771686,13,Western Great Plains Sand Prairie
Replacement Fire,11480_34_35,0.0767156,13,Western Great Plains Sand Prairie
Replacement Fire,11490_25,0.0518808,19,Western Great Plains Shortgrass Prairie
Replacement Fire,11490_26,0.1849968,5,Western Great Plains Shortgrass Prairie
Replacement Fire,11490_27_38,0.0449576,22,Western Great Plains Shortgrass Prairie
Replacement Fire,11490_28,0.0801826,12,Western Great Plains Shortgrass Prairie
Replacement Fire,11490_29,0.047766,21,Western Great Plains Shortgrass Prairie
Replacement Fire,11490_31_33,0.0470386,21,Western Great Plains Shortgrass Prairie
Replacement Fire,11490_34_35,0.073764,14,Western Great Plains Shortgrass Prairie
Replacement Fire,11500_31_39_40,0.1947052,5,Western Great Plains Tallgrass Prairie
Replacement Fire,11500_38,0.1946906,5,Western Great Plains Tallgrass Prairie
Replacement Fire,11520_2_3_7,0.0157222,64,California Montane Riparian Systems
Replacement Fire,11520_4_5,0.0101434,99,California Montane Riparian Systems
Replacement Fire,11520_6,0.0112762,89,California Montane Riparian Systems
Replacement Fire,11530_16_23_24_25_27,0.0047642,210,Inter-Mountain Basins Greasewood Flat
Replacement Fire,11530_20_22_29_30,0.004888,205,Inter-Mountain Basins Greasewood Flat
Replacement Fire,11530_28,0.004916,203,Inter-Mountain Basins Greasewood Flat
Replacement Fire,11530_6_10_12_13_17_18_19_21,0.0009976,1002,Inter-Mountain Basins Greasewood Flat
Replacement Fire,11530_7_8_9,0.000976,1025,Inter-Mountain Basins Greasewood Flat
Replacement Fire,11540_1_7_8_9,0.0101864,98,Inter-Mountain Basins Montane Riparian Systems
Replacement Fire,11540_10_19,0.0057738,173,Inter-Mountain Basins Montane Riparian Systems
Replacement Fire,11540_13,0.0148028,68,Inter-Mountain Basins Montane Riparian Systems
Replacement Fire,11540_18,0.0055584,180,Inter-Mountain Basins Montane Riparian Systems
Replacement Fire,11540_6_12_16_17,0.0026152,382,Inter-Mountain Basins Montane Riparian Systems
Replacement Fire,11550_13_14,0.0012684,788,North American Warm Desert Riparian Systems
Replacement Fire,11550_15,0.001297,771,North American Warm Desert Riparian Systems
Replacement Fire,11550_25,0.0044624,224,North American Warm Desert Riparian Systems
Replacement Fire,11550_4,0.0013182,759,North American Warm Desert Riparian Systems
Replacement Fire,11552_13_14_15,0.001372,729,North American Warm Desert Riparian Systems - Stringers
Replacement Fire,11560_1_2_7,0.0013448,744,North Pacific Lowland Riparian Forest and Shrubland
Replacement Fire,11581_1_2_7,0.0005148,1943,North Pacific Montane Riparian Woodland and Shrubland - Wet
Replacement Fire,11582_1_2_7,0.0021572,464,North Pacific Montane Riparian Woodland and Shrubland - Dry
Replacement Fire,11590_10_19,0.0099132,101,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_12_17,0.0027084,369,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_13,0.0147456,68,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_15,0.0186712,54,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_16_23_24_26,0.0037284,268,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_18,0.0057034,175,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_20,0.0100598,99,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_21,0.0053978,185,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_22,0.0037124,269,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_25,0.0036626,273,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_27_33,0.003703,270,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_28,0.0036436,274,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_29,0.0100066,100,Rocky Mountain Montane Riparian Systems
Replacement Fire,11590_8_9,0.0099578,100,Rocky Mountain Montane Riparian Systems
Replacement Fire,11600_10_19,0.004932,203,Rocky Mountain Subalpine/Upper Montane Riparian Systems
Replacement Fire,11600_12_17,0.0036318,275,Rocky Mountain Subalpine/Upper Montane Riparian Systems
Replacement Fire,11600_15_28,0.0037002,270,Rocky Mountain Subalpine/Upper Montane Riparian Systems
Replacement Fire,11600_16,0.0036262,276,Rocky Mountain Subalpine/Upper Montane Riparian Systems
Replacement Fire,11600_18,0.014926,67,Rocky Mountain Subalpine/Upper Montane Riparian Systems
Replacement Fire,11600_20_29,0.003305,303,Rocky Mountain Subalpine/Upper Montane Riparian Systems
Replacement Fire,11600_21,0.0029852,335,Rocky Mountain Subalpine/Upper Montane Riparian Systems
Replacement Fire,11600_23,0.0036926,271,Rocky Mountain Subalpine/Upper Montane Riparian Systems
Replacement Fire,11600_8_9,0.0050238,199,Rocky Mountain Subalpine/Upper Montane Riparian Systems
Replacement Fire,11610_21,0.002552,392,Northern Rocky Mountain Conifer Swamp
Replacement Fire,11610_9_10_19,0.0025586,391,Northern Rocky Mountain Conifer Swamp
Replacement Fire,11620_20,0.0093592,107,Western Great Plains Floodplain Systems
Replacement Fire,11620_22,0.0017718,564,Western Great Plains Floodplain Systems
Replacement Fire,11620_29_30,0.0088276,113,Western Great Plains Floodplain Systems
Replacement Fire,11620_31_39_40,0.0041602,240,Western Great Plains Floodplain Systems
Replacement Fire,11620_32_35,0.0054794,183,Western Great Plains Floodplain Systems
Replacement Fire,11620_34,0.0131462,76,Western Great Plains Floodplain Systems
Replacement Fire,11620_38,0.0041746,240,Western Great Plains Floodplain Systems
Replacement Fire,11630_3_4_5,0.0653954,15,Pacific Coastal Marsh Systems
Replacement Fire,11650_1_7_8,0.007971,125,Northern Rocky Mountain Foothill Conifer Wooded Steppe
Replacement Fire,11650_9,0.004863,206,Northern Rocky Mountain Foothill Conifer Wooded Steppe
Replacement Fire,11660_21,0.003454,290,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland
Replacement Fire,11660_22,0.004866,206,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland
Replacement Fire,11660_29,0.0048196,207,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland
Replacement Fire,11660_9_10_19,0.0088234,113,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland
Replacement Fire,11662_19,0.0049778,201,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland - Fire-maintained Savanna
Replacement Fire,11670_1_7_9,0.009161,109,Rocky Mountain Poor-Site Lodgepole Pine Forest
Replacement Fire,11670_10_19,0.0030444,328,Rocky Mountain Poor-Site Lodgepole Pine Forest
Replacement Fire,11670_21,0.0031166,321,Rocky Mountain Poor-Site Lodgepole Pine Forest
Replacement Fire,11700_2_3_7,0.0050694,197,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral
Replacement Fire,11710_1,0.001998,501,North Pacific Alpine and Subalpine Dry Grassland
Replacement Fire,11710_7,0.0049202,203,North Pacific Alpine and Subalpine Dry Grassland
Replacement Fire,11720_7,0.004976,201,Sierran-Intermontane Desert Western White Pine-White Fir Woodland
Replacement Fire,11730_1_7,0.0020112,497,North Pacific Wooded Volcanic Flowage
Replacement Fire,11740_1_7,0.0030328,330,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest
Replacement Fire,11770_3,0.0221818,45,California Coastal Closed-Cone Conifer Forest and Woodland
Replacement Fire,11770_4,0.0249366,40,California Coastal Closed-Cone Conifer Forest and Woodland
Replacement Fire,11790_31,0.0023088,433,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna
Replacement Fire,11791_29_30,0.0033126,302,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland
Replacement Fire,11792_29_30,0.0026772,374,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna
Replacement Fire,13010_40,0.0120636,83,Boreal Aspen-Birch Forest
Replacement Fire,13020_40,0.0004724,2117,Laurentian-Acadian Northern Hardwoods Forest
Replacement Fire,13020_63,0.0004796,2085,Laurentian-Acadian Northern Hardwoods Forest
Replacement Fire,13020_64,0.0005004,1998,Laurentian-Acadian Northern Hardwoods Forest
Replacement Fire,13020_65_66,0.0009998,1000,Laurentian-Acadian Northern Hardwoods Forest
Replacement Fire,13022_41_50_51,0.000486,2058,Laurentian-Acadian Northern Hardwoods Forest - Hemlock
Replacement Fire,13023_51,0.0009718,1029,Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood
Replacement Fire,13030_60,0.1419388,7,Northeastern Interior Dry-Mesic Oak Forest
Replacement Fire,13030_61_63_64_65_66,0.0264522,38,Northeastern Interior Dry-Mesic Oak Forest
Replacement Fire,13030_62,0.0257784,39,Northeastern Interior Dry-Mesic Oak Forest
Replacement Fire,13040_32_43_44_49,0.0051906,193,Ozark-Ouachita Dry-Mesic Oak Forest
Replacement Fire,13050_47_48,0.1808078,6,Southern Interior Low Plateau Dry-Mesic Oak Forest
Replacement Fire,13050_49,0.016897,59,Southern Interior Low Plateau Dry-Mesic Oak Forest
Replacement Fire,13050_53,0.5153608,2,Southern Interior Low Plateau Dry-Mesic Oak Forest
Replacement Fire,13060_47_48,0.0025706,389,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland
Replacement Fire,13070_46_47_48,0.0025766,388,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest
Replacement Fire,13080_32_35,0.0063668,157,Crosstimbers Oak Forest and Woodland
Replacement Fire,13080_38_43_44,0.0063538,157,Crosstimbers Oak Forest and Woodland
Replacement Fire,13090_53_57,0.001479,676,Southern Appalachian Northern Hardwood Forest
Replacement Fire,13100_38_42_43,0.007943,126,North-Central Interior Dry-Mesic Oak Forest and Woodland
Replacement Fire,13100_39,0.008829,113,North-Central Interior Dry-Mesic Oak Forest and Woodland
Replacement Fire,13100_41_62,0.01337,75,North-Central Interior Dry-Mesic Oak Forest and Woodland
Replacement Fire,13100_44_50,0.0081646,122,North-Central Interior Dry-Mesic Oak Forest and Woodland
Replacement Fire,13100_47,0.006116,164,North-Central Interior Dry-Mesic Oak Forest and Woodland
Replacement Fire,13100_49,0.0136412,73,North-Central Interior Dry-Mesic Oak Forest and Woodland
Replacement Fire,13100_51,0.0062444,160,North-Central Interior Dry-Mesic Oak Forest and Woodland
Replacement Fire,13100_52,0.0132118,76,North-Central Interior Dry-Mesic Oak Forest and Woodland
Replacement Fire,13110_39,0.0130732,76,North-Central Interior Dry Oak Forest and Woodland
Replacement Fire,13110_42_43,0.0074034,135,North-Central Interior Dry Oak Forest and Woodland
Replacement Fire,13110_44,0.0095094,105,North-Central Interior Dry Oak Forest and Woodland
Replacement Fire,13110_49,0.0069716,143,North-Central Interior Dry Oak Forest and Woodland
Replacement Fire,13110_50,0.009416,106,North-Central Interior Dry Oak Forest and Woodland
Replacement Fire,13110_51,0.0073972,135,North-Central Interior Dry Oak Forest and Woodland
Replacement Fire,13110_52,0.006863,146,North-Central Interior Dry Oak Forest and Woodland
Replacement Fire,13120_44,0.0270132,37,Ouachita Montane Oak Forest
Replacement Fire,13130_47_50_51,0.0010134,987,North-Central Interior Beech-Maple Forest
Replacement Fire,13130_49_52_62,0.0009862,1014,North-Central Interior Beech-Maple Forest
Replacement Fire,13140_38_39_40_41_42_43_44_50,0.0009898,1010,North-Central Interior Maple-Basswood Forest
Replacement Fire,13140_49,0.0010166,984,North-Central Interior Maple-Basswood Forest
Replacement Fire,13150_48_53_57_59_61,0.0016616,602,Southern Appalachian Oak Forest
Replacement Fire,13160_54_57_59_61,0.001972,507,Southern Piedmont Mesic Forest
Replacement Fire,13160_60,0.001955,512,Southern Piedmont Mesic Forest
Replacement Fire,13170_48_53,0.0109936,91,Allegheny-Cumberland Dry Oak Forest and Woodland
Replacement Fire,13170_57_61,0.0082304,122,Allegheny-Cumberland Dry Oak Forest and Woodland
Replacement Fire,13170_62,0.0266182,38,Allegheny-Cumberland Dry Oak Forest and Woodland
Replacement Fire,13180_48_53,0.001779,562,Southern and Central Appalachian Cove Forest
Replacement Fire,13180_57_59_61,0.0009882,1012,Southern and Central Appalachian Cove Forest
Replacement Fire,13200_48_57_61,0.0069854,143,Central and Southern Appalachian Montane Oak Forest
Replacement Fire,13210_47_48_53_57,0.001169,855,South-Central Interior Mesophytic Forest
Replacement Fire,13210_49,0.001406,711,South-Central Interior Mesophytic Forest
Replacement Fire,13210_61_63,0.0012204,819,South-Central Interior Mesophytic Forest
Replacement Fire,13210_62,0.0010544,948,South-Central Interior Mesophytic Forest
Replacement Fire,13220_45,0.0021016,476,Southern Crowley`s Ridge Mesic Loess Slope Forest
Replacement Fire,13230_32_36_37_44_45_98,0.0037404,267,West Gulf Coastal Plain Mesic Hardwood Forest
Replacement Fire,13240_60_65_66,0.021585,46,Northern Atlantic Coastal Plain Hardwood Forest
Replacement Fire,13250_46_47_48,0.0024836,403,East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest
Replacement Fire,13260_47,0.005308,188,South-Central Interior/Upper Coastal Plain Flatwoods
Replacement Fire,13260_49,0.0077934,128,South-Central Interior/Upper Coastal Plain Flatwoods
Replacement Fire,13270_45_46_47,0.002576,388,East Gulf Coastal Plain Northern Loess Bluff Forest
Replacement Fire,13280_46_99,0.0050532,198,East Gulf Coastal Plain Limestone Forest
Replacement Fire,13290_45_46_99,0.0047048,213,East Gulf Coastal Plain Southern Loess Bluff Forest
Replacement Fire,13300_46_48_54_55_56_99,0.0049992,200,Southern Coastal Plain Dry Upland Hardwood Forest
Replacement Fire,13310_39_40_41,0.0622862,16,Eastern Great Plains Tallgrass Aspen Parkland
Replacement Fire,13330_56,0.0056548,177,South Florida Hardwood Hammock
Replacement Fire,13340_32_43_44,0.0031572,317,Ozark-Ouachita Mesic Hardwood Forest
Replacement Fire,13350_55_58_60,0.0051036,196,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest
Replacement Fire,13380_36,0.0023226,431,Central and South Texas Coastal Fringe Forest and Woodland
Replacement Fire,13390_36_37_98,0.0110728,90,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland
Replacement Fire,13420_59,0.0031836,314,Piedmont Hardpan Woodland and Forest
Replacement Fire,13430_54_55,0.0024578,407,Atlantic Coastal Plain Mesic Hardwood Forest
Replacement Fire,13430_58_60,0.0020444,489,Atlantic Coastal Plain Mesic Hardwood Forest
Replacement Fire,13440_41,0.0120962,83,Boreal Jack Pine-Black Spruce Forest
Replacement Fire,13440_66,0.0048178,208,Boreal Jack Pine-Black Spruce Forest
Replacement Fire,13441_51,0.029678,34,Boreal Jack Pine-Black Spruce Forest - Pine Barrens
Replacement Fire,13442_51,0.0091302,110,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir
Replacement Fire,13460_54_55_58,0.0075832,132,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland
Replacement Fire,13470_55_58_60,0.007579,132,Atlantic Coastal Plain Upland Longleaf Pine Woodland
Replacement Fire,13480_37_45_98,0.0016386,610,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland
Replacement Fire,13490_46_48_54_55_99,0.0086234,116,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland
Replacement Fire,13500_57,0.0009928,1007,Central and Southern Appalachian Spruce-Fir Forest
Replacement Fire,13500_61,0.0012058,829,Central and Southern Appalachian Spruce-Fir Forest
Replacement Fire,13510_48_54_59,0.0017598,568,Southeastern Interior Longleaf Pine Woodland
Replacement Fire,13520_53_54_57_59_60_61,0.0115042,87,Southern Appalachian Montane Pine Forest and Woodland
Replacement Fire,13530_46_48_53_54_57_59_60_61,0.0065374,153,Southern Appalachian Low-Elevation Pine Forest
Replacement Fire,13530_47,0.0099726,100,Southern Appalachian Low-Elevation Pine Forest
Replacement Fire,13540_64_66,0.0131354,76,Northeastern Interior Pine Barrens
Replacement Fire,13550_60_65,0.0131268,76,Northern Atlantic Coastal Plain Pitch Pine Barrens
Replacement Fire,13560_55_56_99,0.005404,185,Florida Longleaf Pine Sandhill
Replacement Fire,13570_46_47_55_58_99,0.0024378,410,Southern Coastal Plain Mesic Slope Forest
Replacement Fire,13580_35_36,0.0156718,64,East-Central Texas Plains Southern Pine Forest and Woodland
Replacement Fire,13600_56,0.0023682,422,South Florida Pine Rockland
Replacement Fire,13610_58_60,0.002763,362,Central Atlantic Coastal Plain Maritime Forest
Replacement Fire,13620_41_50,0.0028444,352,Laurentian-Acadian Northern Pine(-Oak) Forest
Replacement Fire,13620_51_63_64_65_66,0.0032196,311,Laurentian-Acadian Northern Pine(-Oak) Forest
Replacement Fire,13622_41_50,0.0043272,231,Laurentian-Acadian Northern Pine(-Oak) Forest - Pine Dominated
Replacement Fire,13630_47_53,0.0340464,29,Central Interior Highlands Dry Acidic Glade and Barrens
Replacement Fire,13640_32_44_49,0.0267478,37,Ozark-Ouachita Dry Oak Woodland
Replacement Fire,13651_40_41_50,0.004004,250,Boreal White Spruce-Fir-Hardwood Forest - Inland
Replacement Fire,13651_51,0.002028,493,Boreal White Spruce-Fir-Hardwood Forest - Inland
Replacement Fire,13652_41,0.0010714,933,Boreal White Spruce-Fir-Hardwood Forest - Coastal
Replacement Fire,13652_51,0.0011092,902,Boreal White Spruce-Fir-Hardwood Forest - Coastal
Replacement Fire,13653_41,0.0090754,110,Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch
Replacement Fire,13660_50,0.0021252,471,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
Replacement Fire,13660_51_63_64_65_66,0.0020772,481,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
Replacement Fire,13670_32_44,0.0028912,346,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland
Replacement Fire,13680_46_48_54_57_59_60_61,0.0030756,325,Southern Piedmont Dry Oak(-Pine) Forest
Replacement Fire,13690_60_61_63_64_65_66,0.005519,181,Central Appalachian Dry Oak-Pine Forest
Replacement Fire,13700_53_61_62,0.0009954,1005,Appalachian (Hemlock-)Northern Hardwood Forest
Replacement Fire,13700_60_63_64_65_66,0.0009538,1048,Appalachian (Hemlock-)Northern Hardwood Forest
Replacement Fire,13710_32_36_37_45_98,0.008231,121,West Gulf Coastal Plain Pine-Hardwood Forest
Replacement Fire,13710_44,0.0083874,119,West Gulf Coastal Plain Pine-Hardwood Forest
Replacement Fire,13720_46_99,0.0052756,190,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest
Replacement Fire,13730_63_64,0.0009286,1077,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
Replacement Fire,13730_65_66,0.0009206,1086,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
Replacement Fire,13740_64_65_66,0.0016634,601,Acadian-Appalachian Montane Spruce-Fir Forest
Replacement Fire,13750_60,0.011366,88,Eastern Serpentine Woodland
Replacement Fire,13760_48_53_57_61,0.0052824,189,Southern Ridge and Valley/Cumberland Dry Calcareous Forest
Replacement Fire,13770_60_61_63_64_65_66,0.0025292,395,Central Appalachian Pine-Oak Rocky Woodland
Replacement Fire,13780_37_44,0.0063656,157,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland
Replacement Fire,13790_60_65,0.0138486,72,Northern Atlantic Coastal Plain Maritime Forest
Replacement Fire,13800_55_99,0.0083814,119,East Gulf Coastal Plain Maritime Forest
Replacement Fire,13810_45,0.0030244,331,Lower Mississippi River Dune Woodland and Forest
Replacement Fire,13820_55_58,0.0142822,70,Southern Atlantic Coastal Plain Maritime Forest
Replacement Fire,13830_32_35_36,0.0679252,15,Edwards Plateau Limestone Savanna and Woodland
Replacement Fire,13840_98,0.0077964,128,Mississippi Delta Maritime Forest
Replacement Fire,13850_20,0.0215218,46,Western Great Plains Wooded Draw and Ravine
Replacement Fire,13850_29_30,0.0138884,72,Western Great Plains Wooded Draw and Ravine
Replacement Fire,13850_31_39_40_42,0.0110806,90,Western Great Plains Wooded Draw and Ravine
